prompt,capability,reference_type,reference,grader,difficulty
"Please answer with the letter of the correct answer.

 Which of the given formulas of PL is the best symbolization of the following sentence?
Since the university raised tuition, the president approved of it and the board didn't prevent it.
A) (P • ~B) ⊃ U
B) U ⊃ (P • ~B)
C) (U ⊃ P) • B
D) U ⊃ (P ∨ ~B)
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.4545
"Classify the following sentence of a news article as fact (statment free of rephrasing, interpretation, opinions, and emotions), opinion (expression of a personal view, judgement, appraisal, opinion, or interpretation), claim (assertion of unverified information, rephrased facts, or affirmation of opinions), argument (data, information, reference, opinion, or narrative used to support a claim), data (raw data or statistics, must incluide the source which cant be a person, and must exclude any interpretation of the data), quote (direct quote from a person or a document), narrative (a story, account of events, experiences, or context used to illustrate a claim or argument), sensationalism (when it incluides exaggerations, sarcasm, emotion inducing manipulation, scandal-mongering, or other sensational behavior to induce emotions), or speculation (assumption, theory or opinion about a future event or a hypothetical scenario). Please provide a reasoning for your classification and then state your final answer enclosed in square brackets.
One example Biden cited was this: “You can't own a machine gun.”",general,none,,,1.0000
"Please answer with the letter of the correct answer.

A 5-year-old boy returns to the office with his 19-year-old mother to discuss results of studies done to evaluate his behavior of eating dirt. The patient sits quietly while his mother answers questions about his health. She says her son seems healthy, although he does not seem to be as active as other children his age. He has said his head hurts three or four times during the past 2 weeks. He has not had fever, sweats, or chills. She says he has a good appetite but has had a habit of eating sand and dirt since age 3 years. She says, ""I don't know where he gets that habit. I used to eat dirt, but I stopped years ago. I try to stop him from eating dirt, but I'm not around much since I work two jobs."" The patient takes no medications. Vaccinations are upto-date. Height, weight, and BMI are at the 50th percentile. Vital signs are normal. Physical examination discloses no abnormalities except for symmetrical nontender cervical adenopathy. Results of laboratory studies, including serum zinc, lead, and iron concentrations, are within the reference ranges. Serologic testing confirms toxoplasmosis. In addition to prescribing pyrimethamine and sulfadiazine therapy, which of the following is the most appropriate next step in management?
A) Refer the patient to a child psychiatrist
B) Prescribe fluoxetine
C) Prescribe risperidone
D) Prescribe methylphenidate
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.5455
"Please answer with the letter of the correct answer.

Which of the following statements best describes the United Nations?
A) Member states surrender sovereignty to the UN.
B) World laws are enforced by the UN.
C) The UN often practices interventionism in world conflicts.
D) The UN operates a worldwide police force.
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.3636
"Please answer with the letter of the correct answer.

This question refers to the following information.
The condition of foreign states is not what it once was; they have invented the steamship, and introduced radical changes in the art of navigation. They have also built up their armies to a state of great efficiency and are possessed of war implements of great power and precision, in short have license to be formidable powers. If, therefore, we persistently cling to our antiquated systems, heaven only knows what a mighty calamity may befall our Empire.
—Adapted from a letter written by Lord Ii to Lord Tokugawa, 1847
Which event or period in Japan's history best reflects Lord Ii's concerns?
A) The adoption of Chinese imperial customs in the Japanese court
B) The annexation of Manchuria by the Japanese
C) The expulsion of Christian missionaries from Japan
D) Commodore Perry forcing Japan to open its ports to trade
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.2727
"x+y = 4z, x*y = 4z^2, express x-y in z
Express z-x in y",general,none,,,0.8545
"Please answer with the letter of the correct answer.

Can countries rely on their domestic law as an excuse to violate their obligations under international law?
A) Only customary international law prevails over domestic law
B) Domestic law always prevails over international law
C) Obligations under international law prevail over domestic law
D) Constitutional obligations always prevail over obligations under international law
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.2727
"Please answer with the letter of the correct answer.

The smallest unit of language that carries meaning is a
A) morpheme
B) phoneme
C) concept
D) word
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.2727
"Please answer with the letter of the correct answer.

Which of the following indicates a primary context?
A) all of the above
B) a landfill where refuse from an entire community has accumulated
C) artifacts, ecofacts, and bone exposed on the ground surface by erosion
D) the existence of a cache or collection of artifacts found where they were left
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.7273
"Please answer with the letter of the correct answer.

Which of the following is LEAST associated with the development of alluvial landscapes?
A) A deep cover of loose materials
B) A predominance of gentle slopes
C) Frequent flooding
D) Deep dissection and erosion
Print only a single choice  from ""A"" or ""B"" or ""C"" or ""D"" without explanation. Answer:",general,none,,,0.4545
"Instructions: You will be presented with an audit question and four options A through D. Your role is to answer the question and select the option that is closest to your conclusion. For each question you must select one of the following answers: 'A', 'B', 'C', 'D'. Do not explain. Do not include the number in your response.
According to the profession's ethical standards, an auditor would be considered independent in which of the following instances? A. The client owes the auditor fees for more than two years prior to the issuance of the audit report. B. The client is the only tenant in a commercial building owned by the auditor. C. The auditor is the officially appointed stock transfer agent of a client. D. The auditor's checking account that is fully insured by a federal agency is held at a client financial institution. For each question you must select one of the following answers: 'A', 'B', 'C', 'D'.",general,none,,,0.5455
